Ward,ZoneType,CulturalHeritageZone,FloodRiskLevel,NearbyConstruction,DistanceToStation_m,DistanceToSchool_m,DistanceToHospital_m,RoadType,ViewQuality,NoiseLevel,TravelTimeToMajorHub_min,NumberOfTrainLines_at_NearestStation,RestaurantDensity_in_500m,ConvenienceStoreCount_in_250m,ParkAreaRatio_in_1km,PropertyType,ConstructionMaterial,YearBuilt,YearRenovated,Floors,Orientation,LandArea_sqm,TotalFloorArea_sqm,FloorHeight_cm,EarthquakeResistant,HasBalcony,HasRooftop,HasGarden,ParkingType,HasParking,PetFriendly,InsulationLevel,HasGym,HasConcierge,HasLounge,HasGuestRoom,RoomCount,BedroomCount,LivingRoomCount,BathroomCount,ToiletCount,KitchenType,KitchenQuality,FloorHeating,CentralAC,LightingSystem,SmartHome,StorageSpace_sqm,HasStorageRoom,WasherDryerIncluded,FurnitureIncluded,IsBathAndToiletSeparate,ExteriorCondition,InteriorCondition,MaintenanceScore,EnergyEfficiencyRating,AirQualityScore,GreenBuildingCertified,ThermalInsulationScore,EarthquakeSafetyScore,MonthlyMaintenanceFee_JPY,OwnershipType,SaleType,SaleCondition,Availability,ListedBy,ListingYear,ListingMonth,LegalComplianceScore,AgentRating,BuildingInsuranceIncluded,LoanSupportAvailable,FirstTimeBuyerEligible,LastSoldPrice_JPY,TatamiRoomPresent,ShojiScreensIncluded,NearbyShrineOrTemple,SeismicZone,SunlightHours,BuildingDensityZone,ForeignOwnershipAllowed,RentalYieldEstimate,PastDisasterHistory,CustomFeature_1,CustomFeature_2,CustomFeature_3,CustomFeature_4,CustomFeature_5,NeighborhoodAvgIncome_JPY,ForeignerPopulationRatio,PopulationGrowthRate,FloorAreaRatio_Limit,BuildingCoverageRatio_Limit,NumberOfListings_in_Ward_Last3Months,AverageDaysOnMarket_in_Ward,AgeScore,IsJikoBukken,IsAirbnbZone,IsOldDangerousBuilding,IsRedevelopmentArea,NearbyNegativeFacility,IsLuxuryNearMajorStation,IsTraditionHighPrice,Price_JPY
Shibuya,Residential,1,2.82140064699176,Heavy,564.3973148809857,1146.3659056337976,1356.1720247786955,Private,Partial,1.7750713191327492,37.092172185351224,1,19.256720271382626,4,0.116,Apartment,Steel,2010,1999,5,West,141.2386474272688,83.26817934620858,214.14549629880466,1,0,1,0,Manual,1,1,High,0,1,0,1,3,3,0,2,1,Compact,Standard,0,0,Standard,1,3.0518863948048383,0,1,1,1,5,2,8,A,1,0,6,8,9004.127364083743,Leasehold_30yr,Bank,Foreclosure,VacantSoon,Agent,2024,1,6,2,1,0,0,83686437.24340749,0,0,0,5,6.444959366493841,Medium,1,4.56,1,Yes,35,58.71170529336382,C,0,5314503.845010968,0.4,-0.009,303,78,198,43,7,0,0,0,0,1,0,0,56330000.0
Shibuya,Commercial,0,0.933317296694137,Heavy,428.9945395706743,1060.5956723786662,1351.0082319214798,Main,Partial,4.7592898058487965,11.469240553664191,5,29.082101531872087,3,0.278,RowHouse,RC,1987,2011,2,East,170.21466338544462,20.0,258.72973916901543,0,1,0,0,None,1,0,Low,1,1,1,0,5,2,0,2,1,Compact,Standard,1,1,Auto,1,5.8262699535755695,0,0,1,1,1,1,10,D,3,0,6,2,16656.935582477312,Leasehold_30yr,Owner,Normal,Rented,Agent,2020,12,5,2,0,1,0,75181066.84787391,0,0,0,5,3.428337901649387,Medium,1,5.32,1,Yes,23,59.794156820517024,C,0,5705468.719328871,0.29,0.009,489,63,188,37,3,0,0,0,0,1,0,0,24092000.0
Shibuya,Residential,0,2.049986035356679,Light,810.9741813004234,1354.0026087634983,1313.8232004089375,Main,Partial,2.5259337177454797,31.20541069720779,3,35.14146907634304,1,0.106,RowHouse,Precast,1997,0,1,West,148.60286345550753,51.28887867431254,236.83124325394607,0,1,0,1,None,0,0,None,1,0,1,1,3,3,1,2,1,Island,Standard,0,1,Standard,1,1.7149575485074315,0,0,0,0,1,2,4,B,2,0,10,8,8446.385673763902,Freehold,Company,Inheritance,VacantSoon,Owner,2022,9,3,2,0,1,0,63990180.51840388,0,0,0,5,2.8169476579528427,Medium,1,4.61,1,Yes,54,71.5046445639612,A,0,3449610.3615357666,0.38,0.049,215,78,96,31,5,0,0,0,0,1,0,0,45449000.0
Shibuya,Commercial,1,1.6676455264810353,Moderate,451.79008020309504,712.9577291548316,1282.270191576577,Private,Panoramic,1.8758517780464485,14.918952922580033,3,31.824993111127,4,0.166,Apartment,Steel,2006,1992,7,North,71.82405068927866,70.92950791549272,236.87602943622377,1,0,0,0,Manual,1,1,None,0,0,0,0,1,1,1,1,1,Island,High-End,1,0,Auto,0,5.56852345150458,0,1,0,0,4,4,3,C,6,1,8,9,7266.252527625857,Leasehold_50yr,Bank,Inheritance,Immediate,Agent,2023,8,4,5,1,1,0,54727641.91858708,0,1,1,5,5.553471164514767,High,0,2.14,1,No,74,74.33389617449339,B,0,5752281.455105391,0.18,0.001,293,73,140,18,7,0,0,0,0,1,0,0,62094000.0
Chuo,Industrial,0,3.0438459948070786,Moderate,629.6884400091672,752.6695459131141,1928.3935075634647,Private,Blocked,2.594586400003175,37.09201502311439,4,35.604542529498076,2,0.175,Detached,Wood,2004,1990,5,North,216.48616236268288,111.07367528548352,225.18275350154482,1,0,0,1,None,0,0,Low,0,0,1,0,5,3,0,1,2,Island,High-End,0,1,Standard,0,4.739397662671124,0,1,0,1,5,2,1,E,1,1,2,8,9461.326517839503,Leasehold_30yr,Owner,Normal,VacantSoon,Owner,2020,9,10,4,0,1,0,38511812.56558423,1,1,0,4,6.414472912210548,High,0,2.58,0,Yes,30,54.93171617705437,A,0,3458167.824042386,0.33,-0.013,240,68,84,92,6,0,0,0,0,1,0,1,68012000.0
Shinjuku,Commercial,1,2.4632330467040244,None,423.1041994497619,740.3171168513596,1479.2384849984032,Private,Open,1.6165260133929626,37.35890309899062,3,19.206274873593454,0,0.163,Detached,Precast,2006,2015,3,North,111.38883749697507,124.75273639722877,239.3895125930102,1,0,1,0,None,1,0,None,1,1,0,1,5,1,0,2,2,Island,High-End,0,1,Standard,1,1.0671006072473874,1,0,1,0,3,4,5,B,4,0,4,6,15304.274303998325,Leasehold_50yr,Bank,Normal,Immediate,Owner,2020,12,8,3,1,0,1,63846607.28419229,0,1,1,2,9.39171226825761,High,0,2.37,0,No,7,39.432773562211565,B,0,8358922.505984979,0.12,0.005,420,71,116,13,7,0,0,0,0,0,0,0,95638000.0
Minato,Residential,1,1.8117875378944097,None,607.3497160011805,781.6607723006388,1021.0450307103941,Alley,Partial,2.525115042867032,10.897482022937492,3,14.112496502719733,0,0.148,Apartment,Wood,1981,2022,6,West,171.9662965925231,105.78742829312698,270.8275387539669,1,1,1,1,Mechanical,0,1,None,0,0,1,1,2,3,1,1,1,Island,Standard,0,0,Standard,0,5.385982332614385,0,1,0,0,1,4,3,E,4,0,2,7,15557.928063484853,Leasehold_50yr,Owner,Foreclosure,Rented,Agent,2023,11,2,4,1,1,1,54652230.71221365,0,1,1,3,2.316016787369622,Medium,1,4.05,1,No,47,70.08262749203321,B,1,3166861.897277281,0.12,-0.018,366,54,156,54,2,0,0,0,0,1,0,0,70069000.0
Taito,Residential,0,0.7181485965573369,None,50.0,369.1337865454265,2137.3699876119376,Alley,Blocked,1.9602709237715428,17.344243454474768,2,30.845058057567893,2,0.108,RowHouse,Precast,2009,2001,3,East,201.51218194138977,102.10994919073521,225.52792453785057,1,1,0,0,None,1,1,High,0,1,1,0,5,1,0,2,2,Island,Standard,0,0,Auto,0,5.305568770866543,0,1,1,0,4,1,4,D,1,0,9,4,5311.429005112822,Leasehold_50yr,Company,Normal,VacantSoon,Agent,2023,11,5,3,0,0,0,30879109.22199308,0,1,1,2,6.744956585613818,Medium,0,7.28,1,Yes,17,45.594699858381716,C,0,3733522.569340008,0.33,0.015,454,74,157,55,7,0,0,0,0,1,0,0,66896000.0
Minato,Industrial,0,0.40309166787945894,Light,408.2361993437716,879.4282364801978,1049.1787710799285,Private,Partial,1.5651633683088013,17.771903628065417,4,17.706467617858852,5,0.274,Apartment,RC,1977,2006,6,North,51.98478263349995,106.56085315865904,233.06359284030762,1,1,0,0,None,1,1,Medium,0,0,1,0,4,3,1,1,2,Compact,Standard,0,1,Standard,1,2.9679628655912405,0,1,0,1,3,1,2,D,8,0,6,4,11235.867848074748,Leasehold_30yr,Company,Foreclosure,VacantSoon,Agent,2020,8,5,3,0,0,0,67642331.232865,1,1,0,1,3.999400521191212,High,0,5.47,1,No,95,45.4953422930526,C,0,8060065.188667463,0.35,0.034,304,75,116,46,1,0,0,0,0,0,0,1,71612000.0
Minato,Residential,0,2.3103426199449535,Moderate,118.26615930040958,948.816507335536,1197.9085444899029,Main,Panoramic,3.456960088569099,37.62580189161378,5,21.34677673952197,0,0.141,Mansion,Precast,1994,1999,6,South,115.39420133434044,115.93154091999287,255.75661937005003,0,0,1,1,Mechanical,0,0,High,1,0,1,1,2,1,1,1,2,Compact,Standard,0,1,Standard,1,3.911575868112498,0,1,1,0,2,4,9,D,7,1,10,3,3000.0,Freehold,Owner,Normal,VacantSoon,Agent,2024,6,4,2,1,1,0,53750930.332683645,1,1,0,4,8.51475199339947,High,0,3.98,1,Yes,39,58.68244266656235,A,1,6581508.907389829,0.16,0.023,329,67,156,11,4,0,0,0,0,0,0,1,90673000.0
Setagaya,Industrial,1,1.28278732276654,None,435.1067989029462,722.7779659044938,867.7477027218583,Private,Open,0.46908770328204197,19.059191429617123,1,39.322783548263736,2,0.163,RowHouse,Precast,1976,1993,9,West,154.89835398280877,90.45680507052049,216.86992181848754,1,1,0,1,Manual,0,0,Medium,1,1,1,1,2,3,1,2,1,Closed,Standard,0,0,Smart,1,2.1410014906871475,0,1,0,0,2,5,4,C,9,1,1,10,5956.99858169938,Leasehold_30yr,Company,Foreclosure,Rented,Owner,2022,10,2,1,1,1,0,50606687.75175528,0,0,1,4,4.261428446963324,Medium,1,5.66,1,Yes,94,63.04831188547338,A,1,8845539.701540668,0.06,0.008,423,63,108,41,1,0,0,0,0,0,0,0,71000000.0
Shinjuku,Residential,0,2.6661264680972327,None,496.0481775025182,272.7978088781372,1486.845012651227,Alley,Blocked,4.615347986463224,31.900087582370844,5,31.89099556766851,3,0.2,Detached,Steel,1971,2017,8,East,105.99850968827052,81.34364415742382,215.0061453951552,0,1,1,1,Mechanical,1,0,High,1,1,1,0,1,2,1,1,1,Compact,High-End,1,0,Standard,1,7.421705552624125,1,1,0,0,5,4,4,D,10,1,10,9,10090.55517224914,Leasehold_30yr,Bank,Normal,Immediate,Owner,2023,3,5,2,1,1,0,53852361.27483642,0,0,1,3,7.355697962890575,High,0,3.37,1,Yes,11,54.380850792027594,A,1,5252820.686251235,0.14,-0.002,427,36,197,15,1,0,0,1,0,0,0,0,59092000.0
Setagaya,Residential,1,0.35685973492377365,Heavy,601.8744032614636,806.42917141273,1876.0942144717244,Alley,Blocked,2.7764670044898643,18.388108673439056,4,24.318550947445857,5,0.03,Detached,Precast,2002,2013,1,West,256.859286695705,97.37364383066814,239.03451256112075,1,1,0,1,Manual,0,1,Low,1,0,1,1,2,3,0,2,1,Island,High-End,1,0,Standard,0,3.75414166130709,1,0,0,1,2,3,10,B,3,1,7,5,7083.79270930408,Freehold,Bank,Foreclosure,VacantSoon,Owner,2023,7,1,1,1,1,0,60153547.10997585,1,1,0,1,10.027112199731807,Medium,1,3.71,1,Yes,51,60.227029317300236,C,0,5465719.119062449,0.08,-0.011,387,48,112,90,6,0,0,0,0,0,0,1,67322000.0
Shinjuku,Industrial,1,3.5929511982088904,Heavy,522.4774816013953,411.5879739157468,603.5338339004169,Private,Open,4.7165715942353295,35.75450382243041,2,23.019684953590364,5,0.237,Apartment,RC,2002,2002,7,East,133.3603275595422,136.60995734413973,263.98577492416933,1,0,0,0,Mechanical,0,0,Medium,0,0,1,0,2,1,1,2,1,Island,High-End,1,1,Auto,1,3.9971506704123163,0,1,1,0,2,1,5,B,7,1,6,8,12065.500694988423,Freehold,Owner,Foreclosure,Immediate,Owner,2021,7,6,3,0,0,0,66020198.617426075,1,0,1,2,5.978332468669353,Low,0,6.01,1,No,91,46.44649793750843,B,0,7013702.777565347,0.25,0.004,188,56,160,44,6,0,0,0,0,1,0,0,92277000.0
Shinjuku,Commercial,0,2.663864089931675,None,315.7867588057149,928.1933260261657,1089.0516322210835,Main,Panoramic,3.654409229916502,36.746923749519226,1,36.20921556889165,2,0.159,Mansion,Steel,2009,1999,9,East,150.97211117904436,20.0,238.2528617650388,1,0,1,1,None,0,0,None,0,0,1,0,4,1,1,2,1,Closed,Standard,1,1,Smart,0,4.379966319208312,1,0,1,1,4,2,8,C,4,0,9,3,18806.055103616163,Leasehold_30yr,Bank,Inheritance,VacantSoon,Agent,2023,12,4,4,1,0,0,42834717.56494048,1,0,0,2,3.498704589524939,High,0,3.23,1,Yes,50,13.085502072922132,A,1,5602915.4915805925,0.11,0.001,131,73,37,53,7,0,0,0,0,1,0,0,25286000.0
Shibuya,Residential,1,2.0991850899777273,Heavy,211.60112790979744,835.7934901612372,1646.6454676711692,Main,Open,0.8878664705583994,41.69900546636963,5,32.11970935649983,0,0.201,RowHouse,Wood,2018,2020,2,West,211.7642878074985,20.0,234.49901934972257,1,1,0,1,Manual,0,0,None,0,0,1,1,2,3,0,1,2,Island,Standard,1,1,Smart,0,5.058569148340597,1,1,0,0,3,1,8,A,3,0,5,4,13460.360585704135,Leasehold_30yr,Bank,Foreclosure,Immediate,Agent,2024,7,6,1,0,0,0,41092024.879517056,1,0,0,4,3.8020806513914946,High,1,6.14,0,Yes,57,51.71022267425825,A,1,8495214.457076807,0.29,0.016,351,36,128,13,9,0,0,0,0,1,0,0,33453000.0
Chuo,Commercial,0,3.683058936402732,Heavy,50.0,865.211638008293,776.2730743605948,Alley,Blocked,2.584866692080865,23.285579498199503,1,17.85443357677309,3,0.234,Detached,Precast,1992,1994,9,South,50.97623230986359,112.40739697640242,239.31999451070973,1,0,0,0,Mechanical,1,1,High,0,1,0,1,5,3,1,2,1,Closed,Standard,0,0,Smart,0,4.829360729377086,0,0,0,1,3,5,5,E,3,0,8,3,20250.0670625823,Leasehold_50yr,Bank,Normal,Rented,Agent,2024,7,8,4,0,1,1,92265452.62189156,0,1,0,5,3.0961887833978574,High,1,7.01,0,Yes,7,44.33038938539023,C,0,5535681.583556025,0.03,-0.006,450,72,40,43,4,0,0,0,0,0,0,0,83586000.0
Shibuya,Residential,0,2.948417934221136,Heavy,417.21314446263796,481.68899803034446,1429.7529021928044,Alley,Open,0.34576836643389397,25.02788696001867,1,10.521762668990526,5,0.263,Apartment,RC,1974,1994,6,South,97.9701645871362,54.085005808883274,238.2000142739992,0,0,1,1,Mechanical,0,1,Medium,1,1,1,1,1,3,0,1,1,Closed,Standard,0,1,Smart,0,4.193373887451719,1,0,0,1,4,3,4,B,4,0,7,9,9684.532667802916,Leasehold_30yr,Owner,Normal,Immediate,Agent,2023,3,6,4,1,0,1,60170681.57818587,1,1,1,4,3.6802601247400633,Medium,1,2.77,1,Yes,18,45.12323032518664,B,0,6125582.097302386,0.18,0.012,111,34,112,12,1,0,0,1,0,1,0,0,40528000.0
Chuo,Residential,0,1.524996761382956,Light,684.4654285772585,1178.4751296565207,679.4237297026555,Alley,Panoramic,1.4157008363504904,23.60880525806824,1,48.8180183264015,2,0.124,Apartment,RC,1983,2010,3,West,72.06158670104875,92.79198338367388,227.05334200800252,0,1,0,1,Manual,1,0,Low,1,0,1,1,4,1,1,1,2,Island,High-End,0,0,Auto,0,3.33631621569955,1,1,1,1,3,5,7,B,2,1,8,1,10664.462435940832,Leasehold_50yr,Owner,Inheritance,Rented,Owner,2022,8,6,4,1,0,0,56760060.65243484,1,1,1,3,3.575590487400281,Low,0,3.0,1,Yes,23,7.257572410672168,B,0,6064256.382589965,0.05,0.024,427,54,53,20,2,1,0,0,0,1,0,1,64933000.0
Setagaya,Residential,0,2.0775763097783293,None,427.09836666204865,851.0627587622822,1363.1723269703966,Main,Panoramic,2.335830926224169,25.26381148868043,3,17.77520774682442,2,0.245,RowHouse,Precast,1977,1991,8,North,141.6167104977963,88.74176183475028,258.61222587906843,1,1,0,1,Manual,0,0,Low,0,0,0,0,3,2,1,2,1,Compact,High-End,0,0,Standard,1,4.6917011716938655,1,1,0,1,3,2,10,D,7,0,6,10,15699.377984995815,Freehold,Company,Normal,VacantSoon,Agent,2022,10,7,3,0,0,1,56837046.05577755,0,0,1,5,9.829803962959248,Medium,0,4.14,1,Yes,29,27.20760651224193,C,1,6363536.069864291,0.31,0.042,310,77,122,58,1,0,0,0,0,1,0,0,59871000.0
Chuo,Residential,0,0.03572570018525445,None,378.81207719294713,525.7288035568608,1231.1270216333132,Alley,Partial,1.653884731977319,20.743906612651642,4,35.27696503300123,5,0.085,Apartment,Precast,1989,2007,7,North,201.82597683071327,176.50850166684825,244.48991230065917,0,0,0,1,Manual,0,1,Medium,0,1,0,0,3,2,1,1,1,Compact,Standard,0,1,Standard,0,5.206070108413823,1,1,1,1,5,1,3,A,1,0,5,9,18921.86766117293,Leasehold_30yr,Company,Foreclosure,VacantSoon,Agent,2023,11,1,4,0,0,0,71986657.90120576,1,0,1,1,3.4474989659114916,Low,1,2.44,1,No,31,0.0,C,1,5302914.617149311,0.15,-0.004,209,38,118,19,3,0,0,0,0,1,0,0,116748000.0
Setagaya,Commercial,0,3.0641903105488506,Heavy,435.7643221373527,973.8924946576901,2527.033196319454,Alley,Open,1.9282453185925332,35.57057168290192,4,45.10692932338174,5,0.201,Apartment,Wood,1987,2022,8,East,67.69403477232316,117.01722336918199,229.7698084026848,0,1,0,1,Manual,0,0,Low,1,0,0,1,3,2,1,1,2,Compact,Standard,0,0,Auto,1,5.304113184186162,0,1,0,1,1,2,1,D,6,0,3,8,14776.459851171476,Freehold,Owner,Inheritance,VacantSoon,Agent,2023,6,10,4,0,0,1,67157247.01777622,1,0,1,1,5.294481291890116,Medium,1,5.31,0,No,10,50.94112534689612,B,1,6504595.742756042,0.33,0.005,454,36,150,81,3,0,0,0,0,0,0,0,84394000.0
Minato,Commercial,0,1.704048322008278,Light,303.0726500142258,829.3206158281142,1497.787269201503,Main,Open,1.699496895837042,17.39317313518762,2,31.475975688331555,3,0.04,Apartment,Wood,1992,1995,8,North,49.45176413452501,130.18655243979154,241.27569525669895,1,1,1,0,Mechanical,1,1,High,0,0,0,1,4,1,0,2,2,Closed,High-End,0,0,Auto,0,5.146984879606457,1,1,0,1,3,3,3,C,6,1,2,1,16693.193991952394,Leasehold_50yr,Company,Foreclosure,VacantSoon,Owner,2024,1,10,4,1,1,0,92872371.39569697,1,0,1,1,5.868725374334789,High,1,6.36,1,No,78,67.44455453534165,A,1,6386476.118350841,0.28,0.013,365,51,80,58,4,0,0,0,0,1,0,0,84935000.0
Minato,Residential,1,0.02277515476101799,Heavy,448.7419714601387,1351.0751018837436,331.0305443588709,Alley,Blocked,5.0,23.554216340553584,5,23.995633235327954,5,0.016,Detached,Wood,1998,2004,7,West,128.97083278912066,77.57864487037591,233.4870267253132,1,1,1,1,Manual,0,0,Low,0,1,0,0,3,1,1,1,2,Compact,High-End,0,1,Auto,1,4.407785764829165,0,0,0,0,3,2,7,E,3,0,5,10,11181.559670771163,Leasehold_50yr,Bank,Normal,VacantSoon,Owner,2021,1,7,3,1,0,0,77409356.6349586,1,1,1,3,5.799754123651103,Low,0,3.7,1,No,1,75.76019201855374,C,0,4404730.782558513,0.35,0.026,262,79,69,40,5,0,0,0,0,1,0,0,58140000.0
Chuo,Residential,0,0.8181614305910085,Light,298.7590846718522,634.1376625535963,1170.101519300498,Alley,Panoramic,2.642626012529392,26.92593171059932,2,15.739509583042878,1,0.038,Detached,Wood,1976,1997,1,West,187.97468510943662,57.78143678135627,211.58318848419975,1,1,1,0,Manual,1,0,None,0,0,0,0,5,2,1,2,2,Closed,Standard,0,1,Standard,1,5.635263833549791,1,0,0,1,3,4,6,E,2,1,3,10,6053.254700004323,Leasehold_50yr,Owner,Inheritance,Immediate,Owner,2023,1,8,3,0,1,1,58761982.00680212,1,1,1,4,8.642940774479927,Low,0,6.5,1,Yes,73,67.52591926059159,C,1,6104332.28664235,0.37,0.015,436,37,61,48,1,0,0,0,0,1,0,0,45144000.0
Chuo,Commercial,1,2.87091204844941,None,175.27965024460474,425.7399685573918,1529.7184310742336,Private,Open,3.2481567108029226,29.90443762402079,5,15.599894636799696,0,0.103,Mansion,Wood,1993,2001,10,South,80.5637423310873,56.14319519966575,283.35772525080876,0,1,0,1,Manual,0,0,Medium,0,0,1,0,3,2,1,1,2,Closed,High-End,0,0,Standard,1,1.4927983834484655,0,1,1,1,2,3,10,D,9,0,2,4,15938.850673584177,Freehold,Company,Foreclosure,VacantSoon,Owner,2022,9,6,4,1,1,1,71678003.18031362,1,0,0,2,2.0993240774815343,Low,1,4.22,0,Yes,65,40.344876196554296,B,0,7704687.2579541495,0.05,-0.012,240,45,28,90,4,0,0,0,0,1,0,0,34276000.0
Setagaya,Industrial,1,3.613802715036153,Heavy,381.1753513395211,886.8040132831942,1034.7369571046495,Alley,Blocked,2.4378522925143735,13.091832866169996,1,33.76694848676386,5,0.019,RowHouse,Wood,2015,2022,10,North,69.29557510253963,139.0366733788971,242.63861742055235,1,1,1,0,None,0,0,Medium,0,1,1,1,3,1,1,1,2,Island,Standard,0,0,Auto,1,1.1065513167387273,1,1,0,0,4,5,1,E,2,1,4,10,9974.651046477404,Freehold,Company,Inheritance,Rented,Owner,2023,9,9,1,0,0,0,75811306.67600478,1,1,0,2,2.433313611103242,Medium,1,5.02,0,No,27,57.88431520325125,C,1,4442349.405492341,0.04,0.017,262,34,16,23,8,0,0,0,0,0,0,1,102379000.0
Shibuya,Industrial,1,2.020425518918087,None,375.7242648463331,1103.667760740993,1017.3717680357046,Private,Partial,2.9048601776686827,22.541236174443227,5,44.509763229499846,1,0.193,RowHouse,Steel,1994,1994,10,North,199.13977564604843,110.9792537647693,220.04940551843475,0,1,0,0,Manual,0,0,None,1,1,0,0,1,1,1,2,1,Island,Standard,0,1,Smart,0,0.3396710280668551,0,0,1,1,5,5,2,E,1,0,9,1,11816.518645978376,Leasehold_50yr,Owner,Foreclosure,Rented,Owner,2020,8,2,1,0,0,1,26523031.415373385,0,0,1,3,3.155846763627494,Medium,1,4.31,1,Yes,10,47.33855743106471,C,1,7883787.459676017,0.28,0.039,428,35,153,61,4,0,0,0,0,0,0,0,68929000.0
Setagaya,Commercial,0,1.0179486580071064,Light,868.7925217815718,1496.8907127266903,1036.902155079496,Alley,Open,0.033554039285966564,25.22084657147435,5,26.04540903295471,3,0.102,RowHouse,Steel,1983,1992,8,East,110.32980049465553,93.0427626563057,217.07843217118628,0,0,0,0,None,0,1,None,1,1,0,0,3,1,0,2,2,Compact,Standard,0,1,Auto,1,4.61930221018133,0,0,0,1,2,2,3,A,3,0,8,2,3099.832580004424,Freehold,Owner,Foreclosure,Rented,Owner,2024,8,7,3,0,0,1,52524819.76683344,1,1,0,3,7.868000685509797,Medium,0,7.18,0,Yes,26,42.68617400534254,A,0,6954649.420262003,0.06,-0.003,311,59,149,78,2,0,0,0,0,1,0,1,61755000.0
Shibuya,Residential,1,0.5792503103208981,Moderate,198.57750174947213,1825.5836538107453,1418.8637412663297,Alley,Open,4.504849003587375,33.02272473489238,1,24.44279537850636,3,0.224,RowHouse,RC,2007,1993,5,West,151.75351987790995,158.46327372607595,210.28377376424345,1,1,1,0,Manual,0,0,Medium,1,1,0,1,3,1,0,2,2,Island,High-End,1,1,Auto,1,7.99145546823228,0,1,0,0,4,3,10,B,4,1,8,10,22695.39170090796,Leasehold_50yr,Company,Inheritance,Rented,Owner,2024,5,2,1,0,1,0,74091061.8860201,1,1,0,3,6.081673559578144,Low,0,7.13,0,No,94,55.28501953470746,B,0,7781029.291162869,0.32,-0.018,289,37,31,25,7,0,0,0,0,1,0,1,111445000.0
Minato,Residential,1,3.4146146181411083,Light,360.13957399549935,334.3854632330501,697.892009492117,Private,Blocked,1.6338379450931795,22.864123754283856,2,36.97481090811186,4,0.023,Apartment,Steel,1972,1994,2,West,189.05756024198587,84.4322248360283,225.2908455899183,0,1,1,1,Manual,1,1,Medium,0,1,0,0,2,1,1,2,2,Compact,High-End,1,1,Smart,1,6.236008238694652,1,0,1,1,5,2,10,C,7,0,7,2,16125.046982156631,Leasehold_50yr,Owner,Foreclosure,Immediate,Owner,2021,5,8,4,1,0,1,57971531.92814284,0,0,1,4,8.932062511598327,Low,0,7.52,0,No,71,40.81764233455459,A,1,5563937.586498518,0.34,0.042,437,75,113,60,1,0,0,1,0,0,0,0,51629000.0
Shinjuku,Industrial,0,2.4494677784472274,Moderate,335.8336684096198,759.4287093077835,975.3897360673266,Alley,Blocked,3.874962521874118,23.978435237019603,5,23.140527460952534,4,0.073,RowHouse,Precast,2022,2001,2,West,145.86734622689477,59.172880051858655,216.28142827564784,0,0,0,1,Mechanical,0,1,None,1,1,0,1,5,1,1,1,2,Closed,High-End,0,1,Smart,0,3.513796398855654,0,0,0,1,2,4,5,A,10,1,7,5,19038.003266273132,Leasehold_30yr,Owner,Foreclosure,Immediate,Owner,2022,5,7,2,1,0,0,54064657.35799352,0,0,0,3,1.1755579964726421,Low,0,3.2,0,Yes,42,55.50789947284941,B,0,3276411.496974158,0.36,-0.003,492,56,180,34,10,0,0,0,0,1,0,0,44829000.0
Chuo,Industrial,0,1.6698603793552538,None,288.0792918548897,426.73617699278725,1613.192059112278,Private,Panoramic,3.9216316800376596,26.37439715712932,2,32.74482907628421,3,0.128,Mansion,Precast,2015,2012,2,South,121.72980676252793,76.30940957329928,235.64267291343194,1,1,0,0,Mechanical,1,1,Low,0,1,1,1,4,2,1,2,1,Island,High-End,1,0,Smart,0,4.255840640555096,1,0,1,1,5,3,9,A,4,0,5,3,18536.141334976863,Freehold,Company,Normal,Rented,Owner,2023,12,4,5,1,1,1,69650981.2355557,0,1,1,1,6.214637603674991,Medium,0,5.01,0,Yes,6,71.52915153504063,C,1,7486541.868422084,0.15,0.035,191,70,149,18,8,0,0,0,0,0,0,0,66453000.0
Shibuya,Commercial,1,1.4317282139244591,None,528.2763097766629,725.7848637858546,1005.1761921076388,Alley,Panoramic,0.3420101362105541,35.49205543817483,2,30.418014500855126,4,0.121,RowHouse,Precast,1983,2016,9,South,71.5602255349873,132.9989096679745,272.8170997905413,1,1,1,0,Mechanical,0,0,High,0,0,1,0,1,1,1,2,2,Compact,High-End,0,0,Smart,1,2.403389038138828,1,1,0,0,3,1,8,D,7,1,8,8,12442.733191188625,Leasehold_50yr,Owner,Foreclosure,VacantSoon,Agent,2021,6,8,4,0,0,1,76222855.40910837,0,1,1,2,5.926478696260351,Low,1,6.37,1,No,24,24.19938199943895,C,1,3355584.0767377145,0.4,0.027,383,32,23,68,2,0,0,0,0,0,0,0,91086000.0
Setagaya,Industrial,0,2.6718296377336284,Heavy,959.4907544560544,1543.1731226862544,981.2376167628189,Private,Panoramic,2.567298875566042,5.0,4,25.905319414219445,2,0.048,RowHouse,RC,1972,2001,5,South,93.42043409255979,35.15475852570785,225.9630536051135,1,1,1,1,Mechanical,0,0,None,1,1,0,1,4,3,0,1,1,Island,Standard,1,0,Auto,0,6.470935456471372,0,0,0,1,2,5,1,D,9,0,4,2,3000.0,Freehold,Owner,Inheritance,Immediate,Agent,2022,4,5,5,0,1,1,62285754.38050667,0,1,0,4,1.7320606557875022,Medium,1,5.07,1,No,16,29.506278655903458,A,1,4713137.897826143,0.25,-0.009,137,66,38,65,1,0,0,0,0,1,0,0,31109000.0
